form	stem	freq	corpus_size	lemma_freq	lfpm10	llfpm10	form_length	form_syl_count	lemma_length	lemma_syl_count	hunspell	vowels	ending	suffix_vowel	suffix_initial	linking_vowel	suffixes	examples	suffix
rubelünk	rubel	15	8570080167	19855	-1.756893625402277	1.3648850069419438	8	3	5	2	TRUE	ue	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
rulettra	rulett	15	8570080167	8587	-1.756893625402277	1.0008565784407637	8	3	6	2	TRUE	ue	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
sallerről	saller	15	8570080167	7312	-1.756893625402277	0.9310512982678172	9	3	6	2	FALSE	ae	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
skanzenünk	skanzen	15	8570080167	26458	-1.756893625402277	1.4895721276614022	10	3	7	2	TRUE	ae	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
sparherdben	sparherd	15	8570080167	458	-1.756893625402277	-0.27211940645408866	11	3	8	2	TRUE	ae	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
szoftverunk	szoftver	15	8570080167	653676	-1.756893625402277	2.8823776554889804	11	3	8	2	TRUE	oe	unk	back	V	u	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
sódertől	sóder	15	8570080167	8264	-1.756893625402277	0.9842054240536064	8	3	5	2	TRUE	óe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
sóletba	sólet	15	8570080167	3255	-1.756893625402277	0.5795661084462529	7	3	5	2	TRUE	óe	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
taszterek	taszter	15	8570080167	62	-1.756893625402277	-1.140593194959704	9	3	7	2	TRUE	ae	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
totemjei	totem	15	8570080167	6244	-1.756893625402277	0.8624780099324221	8	4	5	2	TRUE	oe	jei	front	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
totemük	totem	15	8570080167	6244	-1.756893625402277	0.8624780099324221	7	3	5	2	TRUE	oe	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
valcerben	valcer	15	8570080167	1940	-1.756893625402277	0.3548168454722682	9	3	6	2	TRUE	ae	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
valcerei	valcer	15	8570080167	1940	-1.756893625402277	0.3548168454722682	8	4	6	2	TRUE	ae	ei	front	V	e	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
balekre	balek	14	8570080167	13062	-1.7868568487797198	1.18302479496678	7	3	5	2	TRUE	ae	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
banketthez	bankett	14	8570080167	10704	-1.7868568487797198	1.09656121596579	10	3	7	2	TRUE	ae	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
barcheszre	barchesz	14	8570080167	348	-1.7868568487797198	-0.3914056405113769	10	3	8	2	TRUE	ae	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
barterba	barter	14	8570080167	2631	-1.7868568487797198	0.48713596362774514	8	3	6	2	TRUE	ae	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
brókerben	bróker	14	8570080167	27705	-1.7868568487797198	1.509573270037965	9	3	6	2	TRUE	óe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
burleszken	burleszk	14	8570080167	3962	-1.7868568487797198	0.6649295867445704	10	3	8	2	TRUE	ue	en	front	V	e	-on / -en	panelon, koncerten	Supe
codecre	codec	14	8570080167	4713	-1.7868568487797198	0.7403125553016779	7	3	5	2	FALSE	oe	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
dodzsemtől	dodzsem	14	8570080167	1848	-1.7868568487797198	0.3337170824261301	10	3	7	2	TRUE	oe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
dzsungelra	dzsungel	14	8570080167	55832	-1.7868568487797198	1.8138983008598983	10	3	8	2	TRUE	ue	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
farmerjuk	farmer	14	8570080167	82647	-1.7868568487797198	1.984242209298364	9	3	6	2	TRUE	ae	juk	back	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
fráternak	fráter	14	8570080167	13052	-1.7868568487797198	1.1826921806578794	9	3	6	2	TRUE	áe	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
gólemen	gólem	14	8570080167	7937	-1.7868568487797198	0.9666714958476778	7	3	5	2	TRUE	óe	en	front	V	e	-on / -en	panelon, koncerten	Supe
havere	haver	14	8570080167	165801	-1.7868568487797198	2.2866022611361054	6	3	5	2	TRUE	ae	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
hoteljeik	hotel	14	8570080167	789022	-1.7868568487797198	2.9641042281879626	9	4	5	2	TRUE	oe	jeik	front	C	NA	-jaik / -jeik	haverjaik, projektjeik	Pl.Poss.3Pl
kartelljei	kartell	14	8570080167	13348	-1.7868568487797198	1.1924313135247973	10	4	7	2	TRUE	ae	jei	front	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
klasztereink	klaszter	14	8570080167	72146	-1.7868568487797198	1.9252273729939529	12	4	8	2	FALSE	ae	eink	front	V	e	-aink / -eink	bunkeraink, partnereink	Pl.Poss.1Pl
klaszternak	klaszter	14	8570080167	72146	-1.7868568487797198	1.9252273729939529	11	3	8	2	FALSE	ae	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
kopekkel	kopek	14	8570080167	1166	-1.7868568487797198	0.13371366596503742	8	3	5	2	TRUE	oe	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
kotlettnek	kotlett	14	8570080167	184	-1.7868568487797198	-0.6681670614484213	10	3	7	2	TRUE	oe	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
kukkerbe	kukker	14	8570080167	1077	-1.7868568487797198	0.09923081884002372	8	3	6	2	TRUE	ue	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
kábeljei	kábel	14	8570080167	287412	-1.7868568487797198	2.5255200123429824	8	4	5	2	TRUE	áe	jei	front	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
kóklerbe	kókler	14	8570080167	7297	-1.7868568487797198	0.9301594617947097	8	3	6	2	TRUE	óe	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
maceszra	macesz	14	8570080167	2035	-1.7868568487797198	0.375579529103281	8	3	6	2	TRUE	ae	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
majszterek	majszter	14	8570080167	137	-1.7868568487797198	-0.796264317301551	10	3	8	2	TRUE	ae	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
maszekja	maszek	14	8570080167	9770	-1.7868568487797198	1.0569096792608152	8	3	6	2	TRUE	ae	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
matekről	matek	14	8570080167	47606	-1.7868568487797198	1.7446768078145567	8	3	5	2	TRUE	ae	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
modellra	modell	14	8570080167	1509359	-1.7868568487797198	3.2458076642479075	8	3	6	2	TRUE	oe	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
muterrel	muter	14	8570080167	2713	-1.7868568487797198	0.5004649093036383	8	3	5	2	TRUE	ue	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
noteszeik	notesz	14	8570080167	13921	-1.7868568487797198	1.2106855490122028	9	4	6	2	TRUE	oe	eik	front	V	e	-aik / -eik	sameszaik, partnereik	Pl.Poss.3Pl
okkertől	okker	14	8570080167	3652	-1.7868568487797198	0.6295458844043035	8	3	5	2	TRUE	oe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
pasztellé	pasztell	14	8570080167	22351	-1.7868568487797198	1.4163120740957438	9	3	8	2	TRUE	ae	vé	front	C	é	-vá / -vé	balekká, partnerré	Transl
projektban	projekt	14	8570080167	2236203	-1.7868568487797198	3.416526341311925	10	3	7	2	TRUE	oe	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
projektük	projekt	14	8570080167	2236203	-1.7868568487797198	3.416526341311925	9	3	7	2	TRUE	oe	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
pufferje	puffer	14	8570080167	21029	-1.7868568487797198	1.3898337365494366	8	3	6	2	TRUE	ue	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
rulettünk	rulett	14	8570080167	8587	-1.7868568487797198	1.0008565784407637	9	3	6	2	TRUE	ue	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
stukkerben	stukker	14	8570080167	2693	-1.7868568487797198	0.4972514689535526	10	3	7	2	TRUE	ue	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
szoftveretek	szoftver	14	8570080167	653676	-1.7868568487797198	2.8823776554889804	12	4	8	2	TRUE	oe	etek	front	V	e	-otok / -etek	haverotok, koncertetek	Poss.2Pl
szonettnél	szonett	14	8570080167	11142	-1.7868568487797198	1.1139782696654663	10	3	7	2	TRUE	oe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
szovjetté	szovjet	14	8570080167	340921	-1.7868568487797198	2.59966886920045	9	3	7	2	TRUE	oe	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
tandemjük	tandem	14	8570080167	10068	-1.7868568487797198	1.0699583224183673	9	3	6	2	TRUE	ae	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
totemünk	totem	14	8570080167	6244	-1.7868568487797198	0.8624780099324221	8	3	5	2	TRUE	oe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
traverzbe	traverz	14	8570080167	1380	-1.7868568487797198	0.20689420194327868	9	3	7	2	TRUE	ae	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
zacsekba	zacsek	14	8570080167	392	-1.7868568487797198	-0.3396988174375006	8	3	6	2	TRUE	ae	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
zsakettbe	zsakett	14	8570080167	787	-1.7868568487797198	-0.03701015209889327	9	3	7	2	TRUE	ae	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
ágensük	ágens	14	8570080167	17621	-1.7868568487797198	1.3130456667326265	7	3	5	2	TRUE	áe	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
ómenre	ómen	14	8570080167	5118	-1.7868568487797198	0.7761153970932089	6	3	4	2	TRUE	óe	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
bagetté	bagett	13	8570080167	8695	-1.819041532151121	1.0062847018807737	7	3	6	2	FALSE	ae	vé	front	C	é	-vá / -vé	balekká, partnerré	Transl
bagettől	bagett	13	8570080167	8695	-1.819041532151121	1.0062847018807737	8	3	6	2	FALSE	ae	től	front	C	ő	-tól / -től	havertól, hoteltől	Abl
bakterben	bakter	13	8570080167	4460	-1.819041532151121	0.716349974254184	9	3	6	2	TRUE	ae	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
baleknál	balek	13	8570080167	13062	-1.819041532151121	1.18302479496678	8	3	5	2	TRUE	ae	nál	back	C	NA	-nál / -nél	havernál, modellnél	Ade
bunkertól	bunker	13	8570080167	25691	-1.819041532151121	1.476796124675244	9	3	6	2	TRUE	ue	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
charterhez	charter	13	8570080167	9782	-1.819041532151121	1.0574427740273058	10	3	7	2	FALSE	ae	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
charternek	charter	13	8570080167	9782	-1.819041532151121	1.0574427740273058	10	3	7	2	FALSE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
docenshez	docens	13	8570080167	185029	-1.819041532151121	2.334254917204184	9	3	6	2	TRUE	oe	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
dzsungeljei	dzsungel	13	8570080167	55832	-1.819041532151121	1.8138983008598983	11	4	8	2	TRUE	ue	jei	front	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
farmerjük	farmer	13	8570080167	82647	-1.819041532151121	1.984242209298364	9	3	6	2	TRUE	ae	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
faterból	fater	13	8570080167	15751	-1.819041532151121	1.2643232470451446	8	3	5	2	TRUE	ae	ból	back	C	NA	-ból / -ből	matekból, modellből	Ela
faterjaik	fater	13	8570080167	15751	-1.819041532151121	1.2643232470451446	9	4	5	2	TRUE	ae	jaik	back	C	NA	-jaik / -jeik	haverjaik, projektjeik	Pl.Poss.3Pl
faterról	fater	13	8570080167	15751	-1.819041532151121	1.2643232470451446	8	3	5	2	TRUE	ae	ról	back	C	NA	-ról / -ről	matekról, projektről	Del
flanelek	flanel	13	8570080167	1947	-1.819041532151121	0.35638106706207384	8	3	6	2	TRUE	ae	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
haleffel	halef	13	8570080167	150	-1.819041532151121	-0.7568936254022766	8	3	5	2	TRUE	ae	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
hardverunk	hardver	13	8570080167	133417	-1.819041532151121	2.192226286470405	10	3	7	2	TRUE	ae	unk	back	V	u	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
haverünk	haver	13	8570080167	165801	-1.819041532151121	2.2866022611361054	8	3	5	2	TRUE	ae	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
hoteleik	hotel	13	8570080167	789022	-1.819041532151121	2.9641042281879626	8	4	5	2	TRUE	oe	eik	front	V	e	-aik / -eik	sameszaik, partnereik	Pl.Poss.3Pl
hotelon	hotel	13	8570080167	789022	-1.819041532151121	2.9641042281879626	7	3	5	2	TRUE	oe	on	back	V	o	-on / -en	panelon, koncerten	Supe
kartellé	kartell	13	8570080167	13348	-1.819041532151121	1.1924313135247973	8	3	7	2	TRUE	ae	vé	front	C	é	-vá / -vé	balekká, partnerré	Transl
karternél	karter	13	8570080167	1181	-1.819041532151121	0.13926501315555695	9	3	6	2	TRUE	ae	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
klozetok	klozet	13	8570080167	993	-1.819041532151121	0.06396436403742334	8	3	6	2	TRUE	oe	ok	back	V	o	-ok / -ek	haverok, projektek	Pl
kofferei	koffer	13	8570080167	7809	-1.819041532151121	0.9596105383709403	8	4	6	2	TRUE	oe	ei	front	V	e	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
kopekbe	kopek	13	8570080167	1166	-1.819041532151121	0.13371366596503742	7	3	5	2	TRUE	oe	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
kornettel	kornett	13	8570080167	148	-1.819041532151121	-0.7627231690630004	9	3	7	2	FALSE	oe	vel	front	C	e	-val / -vel	haverral, szoftverrel	Ins
korvettem	korvett	13	8570080167	1733	-1.819041532151121	0.3058136782559591	9	3	7	2	TRUE	oe	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
kábelba	kábel	13	8570080167	287412	-1.819041532151121	2.5255200123429824	7	3	5	2	TRUE	áe	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
kábeletek	kábel	13	8570080167	287412	-1.819041532151121	2.5255200123429824	9	4	5	2	TRUE	áe	etek	front	V	e	-otok / -etek	haverotok, koncertetek	Poss.2Pl
lágernél	láger	13	8570080167	14977	-1.819041532151121	1.242439945332364	8	3	5	2	TRUE	áe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
makettnak	makett	13	8570080167	42231	-1.819041532151121	1.6926464808727033	9	3	6	2	TRUE	ae	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
malterról	malter	13	8570080167	3492	-1.819041532151121	0.6100893505755742	9	3	6	2	TRUE	ae	ról	back	C	NA	-ról / -ről	matekról, projektről	Del
maszeknek	maszek	13	8570080167	9770	-1.819041532151121	1.0569096792608152	9	3	6	2	TRUE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
materré	mater	13	8570080167	16610	-1.819041532151121	1.2873847479934366	7	3	5	2	TRUE	ae	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
noteszunk	notesz	13	8570080167	13921	-1.819041532151121	1.2106855490122028	9	3	6	2	TRUE	oe	unk	back	V	u	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
pajesznak	pajesz	13	8570080167	1346	-1.819041532151121	0.19606017543000023	9	3	6	2	TRUE	ae	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
pajeszon	pajesz	13	8570080167	1346	-1.819041532151121	0.19606017543000023	8	3	6	2	TRUE	ae	on	back	V	o	-on / -en	panelon, koncerten	Supe
pamfletté	pamflet	13	8570080167	4742	-1.819041532151121	0.7429766651842116	9	3	7	2	TRUE	ae	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
parszekkel	parszek	13	8570080167	482	-1.819041532151121	-0.2499378462191083	10	3	7	2	TRUE	ae	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
partnerje	partner	13	8570080167	1270201	-1.819041532151121	3.170887565855278	9	3	7	2	TRUE	ae	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
partnerok	partner	13	8570080167	1270201	-1.819041532151121	3.170887565855278	9	3	7	2	TRUE	ae	ok	back	V	o	-ok / -ek	haverok, projektek	Pl
pollene	pollen	13	8570080167	29350	-1.819041532151121	1.5346232211256754	7	3	6	2	TRUE	oe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
páternak	páter	13	8570080167	9880	-1.819041532151121	1.0617720601296703	8	3	5	2	TRUE	áe	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
rockerben	rocker	13	8570080167	20440	-1.819041532151121	1.3774960070047173	9	3	6	2	FALSE	oe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
rollerja	roller	13	8570080167	22986	-1.819041532151121	1.4284785179087636	8	3	6	2	TRUE	oe	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
rollerük	roller	13	8570080167	22986	-1.819041532151121	1.4284785179087636	8	3	6	2	TRUE	oe	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
rubellal	rubel	13	8570080167	19855	-1.819041532151121	1.3648850069419438	8	3	5	2	TRUE	ue	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
sallerba	saller	13	8570080167	7312	-1.819041532151121	0.9310512982678172	8	3	6	2	FALSE	ae	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
sparherddel	sparherd	13	8570080167	458	-1.819041532151121	-0.27211940645408866	11	3	8	2	TRUE	ae	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
stukkered	stukker	13	8570080167	2693	-1.819041532151121	0.4972514689535526	9	3	7	2	TRUE	ue	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
stukkerje	stukker	13	8570080167	2693	-1.819041532151121	0.4972514689535526	9	3	7	2	TRUE	ue	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
sumertől	sumer	13	8570080167	9716	-1.819041532151121	1.0545026216751352	8	3	5	2	TRUE	ue	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
suszterhoz	suszter	13	8570080167	6878	-1.819041532151121	0.9044772870280368	10	3	7	2	TRUE	ue	hoz	back	C	NA	-hoz / -hez	matekhoz, projekthez	All
szkandernek	szkander	13	8570080167	3569	-1.819041532151121	0.6195616634977026	11	3	8	2	FALSE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
szubrettből	szubrett	13	8570080167	1891	-1.819041532151121	0.34370664438708193	11	3	8	2	TRUE	ue	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
sódernél	sóder	13	8570080167	8264	-1.819041532151121	0.9842054240536064	8	3	5	2	TRUE	óe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
sóderről	sóder	13	8570080167	8264	-1.819041532151121	0.9842054240536064	8	3	5	2	TRUE	óe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
tangenssel	tangens	13	8570080167	1382	-1.819041532151121	0.20752315858022177	10	3	7	2	TRUE	ae	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
tokene	token	13	8570080167	15097	-1.819041532151121	1.245905770590949	6	3	5	2	FALSE	oe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
tokenet	token	13	8570080167	15097	-1.819041532151121	1.245905770590949	7	3	5	2	FALSE	oe	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
totemed	totem	13	8570080167	6244	-1.819041532151121	0.8624780099324221	7	3	5	2	TRUE	oe	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
transzfereink	transzfer	13	8570080167	87598	-1.819041532151121	2.0095093061978013	13	4	9	2	TRUE	ae	eink	front	V	e	-aink / -eink	bunkeraink, partnereink	Pl.Poss.1Pl
trógertől	tróger	13	8570080167	4410	-1.819041532151121	0.7114537050098807	9	3	6	2	TRUE	óe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
váteszre	vátesz	13	8570080167	2163	-1.819041532151121	0.4020716349811336	8	3	6	2	TRUE	áe	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
váteszünk	vátesz	13	8570080167	2163	-1.819041532151121	0.4020716349811336	9	3	6	2	TRUE	áe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
zacsekot	zacsek	13	8570080167	392	-1.819041532151121	-0.3396988174375006	8	3	6	2	TRUE	ae	ot	back	V	o	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
ágensnél	ágens	13	8570080167	17621	-1.819041532151121	1.3130456667326265	8	3	5	2	TRUE	áe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
ómenné	ómen	13	8570080167	5118	-1.819041532151121	0.7761153970932089	6	3	4	2	TRUE	óe	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
bagettről	bagett	12	8570080167	8695	-1.853803638410333	1.0062847018807737	9	3	6	2	FALSE	ae	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
bakternál	bakter	12	8570080167	4460	-1.853803638410333	0.716349974254184	9	3	6	2	TRUE	ae	nál	back	C	NA	-nál / -nél	havernál, modellnél	Ade
bankettjük	bankett	12	8570080167	10704	-1.853803638410333	1.09656121596579	10	3	7	2	TRUE	ae	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
barterből	barter	12	8570080167	2631	-1.853803638410333	0.48713596362774514	9	3	6	2	TRUE	ae	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
bunkerunk	bunker	12	8570080167	25691	-1.853803638410333	1.476796124675244	9	3	6	2	TRUE	ue	unk	back	V	u	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
dodzsemről	dodzsem	12	8570080167	1848	-1.853803638410333	0.3337170824261301	10	3	7	2	TRUE	oe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
dolmenjei	dolmen	12	8570080167	1019	-1.853803638410333	0.07518929954846854	9	4	6	2	FALSE	oe	jei	front	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
duettban	duett	12	8570080167	25938	-1.853803638410333	1.4809516014593376	8	3	5	2	TRUE	ue	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
dzsungellal	dzsungel	12	8570080167	55832	-1.853803638410333	1.8138983008598983	11	3	8	2	TRUE	ue	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
faterban	fater	12	8570080167	15751	-1.853803638410333	1.2643232470451446	8	3	5	2	TRUE	ae	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
flóbertet	flóbert	12	8570080167	567	-1.853803638410333	-0.17940182556505124	9	3	7	2	TRUE	óe	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
gólemünk	gólem	12	8570080167	7937	-1.853803638410333	0.9666714958476778	8	3	5	2	TRUE	óe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
haverei	haver	12	8570080167	165801	-1.853803638410333	2.2866022611361054	7	4	5	2	TRUE	ae	ei	front	V	e	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
hotelet	hotel	12	8570080167	789022	-1.853803638410333	2.9641042281879626	7	3	5	2	TRUE	oe	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
kadetté	kadet	12	8570080167	9726	-1.853803638410333	1.0549493807742008	7	3	5	2	FALSE	ae	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
karcerban	karcer	12	8570080167	215	-1.853803638410333	-0.6005464245423525	9	3	6	2	TRUE	ae	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
kartellal	kartell	12	8570080167	13348	-1.853803638410333	1.1924313135247973	9	3	7	2	TRUE	ae	val	back	C	a	-val / -vel	haverral, szoftverrel	Ins
konzerva	konzerv	12	8570080167	49626	-1.853803638410333	1.762724386751122	8	3	7	2	TRUE	oe	a	back	V	a	-a / -e	samesza, partnere	Poss.3Sg
krapeknek	krapek	12	8570080167	1655	-1.853803638410333	0.2858131136537797	9	3	6	2	TRUE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
krapekra	krapek	12	8570080167	1655	-1.853803638410333	0.2858131136537797	8	3	6	2	TRUE	ae	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
krokettban	krokett	12	8570080167	3075	-1.853803638410333	0.5548602356534778	10	3	7	2	TRUE	oe	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
kráternál	kráter	12	8570080167	30791	-1.853803638410333	1.5554389092659462	9	3	6	2	TRUE	áe	nál	back	C	NA	-nál / -nél	havernál, modellnél	Ade
kádertől	káder	12	8570080167	8956	-1.853803638410333	1.0191292004490349	8	3	5	2	TRUE	áe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
latensek	latens	12	8570080167	2653	-1.853803638410333	0.4907523655243713	8	3	6	2	TRUE	ae	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
malterhez	malter	12	8570080167	3492	-1.853803638410333	0.6100893505755742	9	3	6	2	TRUE	ae	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
maszekra	maszek	12	8570080167	9770	-1.853803638410333	1.0569096792608152	8	3	6	2	TRUE	ae	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
matekok	matek	12	8570080167	47606	-1.853803638410333	1.7446768078145567	7	3	5	2	TRUE	ae	ok	back	V	o	-ok / -ek	haverok, projektek	Pl
modemból	modem	12	8570080167	54652	-1.853803638410333	1.8046211752050836	8	3	5	2	TRUE	oe	ból	back	C	NA	-ból / -ből	matekból, modellből	Ela
muterra	muter	12	8570080167	2713	-1.853803638410333	0.5004649093036383	7	3	5	2	TRUE	ue	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
mágneseik	mágnes	12	8570080167	59860	-1.853803638410333	1.8441518280462148	9	4	6	2	TRUE	áe	eik	front	V	e	-aik / -eik	sameszaik, partnereik	Pl.Poss.3Pl
panelonként	panel	12	8570080167	223571	-1.853803638410333	2.4164305848960708	11	4	5	2	TRUE	ae	onként	back	V	o	-onként / -enként	panelonként, projektenként	Distr:nként/Adv
parkettá	parkett	12	8570080167	12893	-1.853803638410333	1.1773690982060443	8	3	7	2	TRUE	ae	vá	back	C	á	-vá / -vé	balekká, partnerré	Transl
pasztellből	pasztell	12	8570080167	22351	-1.853803638410333	1.4163120740957438	11	3	8	2	TRUE	ae	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
projektot	projekt	12	8570080167	2236203	-1.853803638410333	3.416526341311925	9	3	7	2	TRUE	oe	ot	back	V	o	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
