form	lemma	xpostag	freq	corpus_size	lemma_freq	lfpm10	llfpm10	form_length	form_syl_count	lemma_length	lemma_syl_count	hunspell	vowels	suffix	suffix_vowel	suffix_initial
kábelem	kábel	[/N][Poss.1Sg][Nom]	955	8570080167	287412	0.04701848712578851	2.5255200123429824	7	3	5	2	TRUE	áe	em	front	V
kábeletek	kábel	[/N][Poss.2Pl][Nom]	13	8570080167	287412	-1.819041532151121	2.5255200123429824	9	4	5	2	TRUE	áe	etek	front	V
kábelod	kábel	[/N][Poss.2Sg][Nom]	1	8570080167	287412	-2.932984884457958	2.5255200123429824	7	3	5	2	TRUE	áe	od	back	V
kábeled	kábel	[/N][Poss.2Sg][Nom]	259	8570080167	287412	-0.519685120376706	2.5255200123429824	7	3	5	2	TRUE	áe	ed	front	V
kábelük	kábel	[/N][Poss.3Pl][Nom]	83	8570080167	287412	-1.0139067920818838	2.5255200123429824	7	3	5	2	TRUE	áe	ük	front	V
kábelja	kábel	[/N][Poss.3Sg][Nom]	23	8570080167	287412	-1.571257048440365	2.5255200123429824	7	3	5	2	TRUE	áe	ja	back	C
kábele	kábel	[/N][Poss.3Sg][Nom]	3524	8570080167	287412	0.6140510152820525	2.5255200123429824	6	3	5	2	TRUE	áe	e	front	V
kábelra	kábel	[/N][Subl]	93	8570080167	287412	-0.9645019359040228	2.5255200123429824	7	3	5	2	TRUE	áe	ra	back	C
kábelre	kábel	[/N][Subl]	4931	8570080167	287412	0.7599501180731799	2.5255200123429824	7	3	5	2	TRUE	áe	re	front	C
kábelon	kábel	[/N][Supe]	55	8570080167	287412	-1.192622194963714	2.5255200123429824	7	3	5	2	TRUE	áe	on	back	V
kábelen	kábel	[/N][Supe]	16753	8570080167	287412	1.2911077040363097	2.5255200123429824	7	3	5	2	TRUE	áe	en	front	V
kábellá	kábel	[/N][Transl]	1	8570080167	287412	-2.932984884457958	2.5255200123429824	7	3	5	2	TRUE	áe	vá	back	C
kábellé	kábel	[/N][Transl]	16	8570080167	287412	-1.728864901802033	2.5255200123429824	7	3	5	2	TRUE	áe	vé	front	C
kábelenként	kábel	[/N][_Distr:nként/Adv]	36	8570080167	287412	-1.3766823836906703	2.5255200123429824	11	4	5	2	TRUE	áe	enként	front	V
kádertól	káder	[/N][Abl]	2	8570080167	8956	-2.6319548887939765	1.0191292004490349	8	3	5	2	TRUE	áe	tól	back	C
kádertől	káder	[/N][Abl]	12	8570080167	8956	-1.853803638410333	1.0191292004490349	8	3	5	2	TRUE	áe	től	front	C
kádernál	káder	[/N][Ade]	9	8570080167	8956	-1.978742375018633	1.0191292004490349	8	3	5	2	TRUE	áe	nál	back	C
kádernél	káder	[/N][Ade]	11	8570080167	8956	-1.8915921992997329	1.0191292004490349	8	3	5	2	TRUE	áe	nél	front	C
káderhoz	káder	[/N][All]	3	8570080167	8956	-2.455863629738295	1.0191292004490349	8	3	5	2	TRUE	áe	hoz	back	C
káderhez	káder	[/N][All]	25	8570080167	8956	-1.5350448757859203	1.0191292004490349	8	3	5	2	TRUE	áe	hez	front	C
kádernak	káder	[/N][Dat]	20	8570080167	8956	-1.6319548887939763	1.0191292004490349	8	3	5	2	TRUE	áe	nak	back	C
kádernek	káder	[/N][Dat]	164	8570080167	8956	-0.71814103641026	1.0191292004490349	8	3	5	2	TRUE	áe	nek	front	C
káderről	káder	[/N][Del]	5	8570080167	8956	-2.234014880121939	1.0191292004490349	8	3	5	2	TRUE	áe	ről	front	C
káderből	káder	[/N][Ela]	17	8570080167	8956	-1.702535963079684	1.0191292004490349	8	3	5	2	TRUE	áe	ből	front	C
káderba	káder	[/N][Ill]	4	8570080167	8956	-2.3309248931299953	1.0191292004490349	7	3	5	2	TRUE	áe	ba	back	C
káderbe	káder	[/N][Ill]	3	8570080167	8956	-2.455863629738295	1.0191292004490349	7	3	5	2	TRUE	áe	be	front	C
káderben	káder	[/N][Ine]	4	8570080167	8956	-2.3309248931299953	1.0191292004490349	8	3	5	2	TRUE	áe	ben	front	C
káderral	káder	[/N][Ins]	4	8570080167	8956	-2.3309248931299953	1.0191292004490349	8	3	5	2	TRUE	áe	val	back	C
káderrel	káder	[/N][Ins]	70	8570080167	8956	-1.087886844443701	1.0191292004490349	8	3	5	2	TRUE	áe	vel	front	C
kádereink	káder	[/N][Pl.Poss.1Pl][Nom]	76	8570080167	8956	-1.0521712921771664	1.0191292004490349	9	4	5	2	TRUE	áe	eink	front	V
kádereim	káder	[/N][Pl.Poss.1Sg][Nom]	1	8570080167	8956	-2.932984884457958	1.0191292004490349	8	4	5	2	TRUE	áe	eim	front	V
kádereik	káder	[/N][Pl.Poss.3Pl][Nom]	76	8570080167	8956	-1.0521712921771664	1.0191292004490349	8	4	5	2	TRUE	áe	eik	front	V
káderei	káder	[/N][Pl.Poss.3Sg][Nom]	438	8570080167	8956	-0.29151077395385827	1.0191292004490349	7	4	5	2	TRUE	áe	ei	front	V
káderok	káder	[/N][Pl][Nom]	5	8570080167	8956	-2.234014880121939	1.0191292004490349	7	3	5	2	TRUE	áe	ok	back	V
káderek	káder	[/N][Pl][Nom]	2680	8570080167	8956	0.495149909570831	1.0191292004490349	7	3	5	2	TRUE	áe	ek	front	V
káderünk	káder	[/N][Poss.1Pl][Nom]	10	8570080167	8956	-1.9329848844579576	1.0191292004490349	8	3	5	2	TRUE	áe	ünk	front	V
káderem	káder	[/N][Poss.1Sg][Nom]	3	8570080167	8956	-2.455863629738295	1.0191292004490349	7	3	5	2	TRUE	áe	em	front	V
káderetek	káder	[/N][Poss.2Pl][Nom]	1	8570080167	8956	-2.932984884457958	1.0191292004490349	9	4	5	2	TRUE	áe	etek	front	V
kádered	káder	[/N][Poss.2Sg][Nom]	4	8570080167	8956	-2.3309248931299953	1.0191292004490349	7	3	5	2	TRUE	áe	ed	front	V
káderjuk	káder	[/N][Poss.3Pl][Nom]	1	8570080167	8956	-2.932984884457958	1.0191292004490349	8	3	5	2	TRUE	áe	juk	back	C
káderük	káder	[/N][Poss.3Pl][Nom]	20	8570080167	8956	-1.6319548887939763	1.0191292004490349	7	3	5	2	TRUE	áe	ük	front	V
káderja	káder	[/N][Poss.3Sg][Nom]	2	8570080167	8956	-2.6319548887939765	1.0191292004490349	7	3	5	2	TRUE	áe	ja	back	C
kádere	káder	[/N][Poss.3Sg][Nom]	222	8570080167	8956	-0.5866319100073193	1.0191292004490349	6	3	5	2	TRUE	áe	e	front	V
káderra	káder	[/N][Subl]	2	8570080167	8956	-2.6319548887939765	1.0191292004490349	7	3	5	2	TRUE	áe	ra	back	C
káderre	káder	[/N][Subl]	17	8570080167	8956	-1.702535963079684	1.0191292004490349	7	3	5	2	TRUE	áe	re	front	C
káderen	káder	[/N][Supe]	5	8570080167	8956	-2.234014880121939	1.0191292004490349	7	3	5	2	TRUE	áe	en	front	V
káderré	káder	[/N][Transl]	20	8570080167	8956	-1.6319548887939763	1.0191292004490349	7	3	5	2	TRUE	áe	vé	front	C
kárperből	kárper	[/N][Ela]	1	8570080167	1	-2.932984884457958	-2.932984884457958	9	3	6	2	FALSE	áe	ből	front	C
kódextől	kódex	[/N][Abl]	159	8570080167	122990	-0.7315877601375064	2.156884917051594	8	3	5	2	TRUE	óe	től	front	C
kódexet	kódex	[/N][Acc]	9405	8570080167	122990	1.0403739154284397	2.156884917051594	7	3	5	2	TRUE	óe	et	front	V
kódexnél	kódex	[/N][Ade]	56	8570080167	122990	-1.1847968574517571	2.156884917051594	8	3	5	2	TRUE	óe	nél	front	C
kódexhez	kódex	[/N][All]	1300	8570080167	122990	0.1809584678488789	2.156884917051594	8	3	5	2	TRUE	óe	hez	front	C
kódexnak	kódex	[/N][Dat]	1	8570080167	122990	-2.932984884457958	2.156884917051594	8	3	5	2	TRUE	óe	nak	back	C
kódexnek	kódex	[/N][Dat]	2348	8570080167	122990	0.43771320811761905	2.156884917051594	8	3	5	2	TRUE	óe	nek	front	C
kódexról	kódex	[/N][Del]	3	8570080167	122990	-2.455863629738295	2.156884917051594	8	3	5	2	TRUE	óe	ról	back	C
kódexről	kódex	[/N][Del]	1077	8570080167	122990	0.09923081884002372	2.156884917051594	8	3	5	2	TRUE	óe	ről	front	C
kódexból	kódex	[/N][Ela]	4	8570080167	122990	-2.3309248931299953	2.156884917051594	8	3	5	2	TRUE	óe	ból	back	C
kódexből	kódex	[/N][Ela]	832	8570080167	122990	-0.01286155816723387	2.156884917051594	8	3	5	2	TRUE	óe	ből	front	C
kódexbe	kódex	[/N][Ill]	955	8570080167	122990	0.04701848712578851	2.156884917051594	7	3	5	2	TRUE	óe	be	front	C
kódexban	kódex	[/N][Ine]	4	8570080167	122990	-2.3309248931299953	2.156884917051594	8	3	5	2	TRUE	óe	ban	back	C
kódexben	kódex	[/N][Ine]	6296	8570080167	122990	0.8660798348930503	2.156884917051594	8	3	5	2	TRUE	óe	ben	front	C
kódexszal	kódex	[/N][Ins]	1	8570080167	122990	-2.932984884457958	2.156884917051594	9	3	5	2	TRUE	óe	val	back	C
kódexszel	kódex	[/N][Ins]	1145	8570080167	122990	0.12582060221794897	2.156884917051594	9	3	5	2	TRUE	óe	vel	front	C
kódexeink	kódex	[/N][Pl.Poss.1Pl][Nom]	232	8570080167	122990	-0.5674968995670582	2.156884917051594	9	4	5	2	TRUE	óe	eink	front	V
kódexeim	kódex	[/N][Pl.Poss.1Sg][Nom]	2	8570080167	122990	-2.6319548887939765	2.156884917051594	8	4	5	2	TRUE	óe	eim	front	V
kódexeik	kódex	[/N][Pl.Poss.3Pl][Nom]	30	8570080167	122990	-1.4558636297382954	2.156884917051594	8	4	5	2	TRUE	óe	eik	front	V
kódexei	kódex	[/N][Pl.Poss.3Sg][Nom]	386	8570080167	122990	-0.3463975797862029	2.156884917051594	7	4	5	2	TRUE	óe	ei	front	V
kódexek	kódex	[/N][Pl][Nom]	7515	8570080167	122990	0.9429441004649692	2.156884917051594	7	3	5	2	TRUE	óe	ek	front	V
kódexünk	kódex	[/N][Poss.1Pl][Nom]	868	8570080167	122990	0.00553484071853401	2.156884917051594	8	3	5	2	TRUE	óe	ünk	front	V
kódexem	kódex	[/N][Poss.1Sg][Nom]	55	8570080167	122990	-1.192622194963714	2.156884917051594	7	3	5	2	TRUE	óe	em	front	V
kódexetek	kódex	[/N][Poss.2Pl][Nom]	2	8570080167	122990	-2.6319548887939765	2.156884917051594	9	4	5	2	TRUE	óe	etek	front	V
kódexed	kódex	[/N][Poss.2Sg][Nom]	19	8570080167	122990	-1.654231283505129	2.156884917051594	7	3	5	2	TRUE	óe	ed	front	V
kódexuk	kódex	[/N][Poss.3Pl][Nom]	1	8570080167	122990	-2.932984884457958	2.156884917051594	7	3	5	2	TRUE	óe	uk	back	V
kódexük	kódex	[/N][Poss.3Pl][Nom]	250	8570080167	122990	-0.5350448757859202	2.156884917051594	7	3	5	2	TRUE	óe	ük	front	V
kódexe	kódex	[/N][Poss.3Sg][Nom]	8313	8570080167	122990	0.9867728960439364	2.156884917051594	6	3	5	2	TRUE	óe	e	front	V
kódexra	kódex	[/N][Subl]	4	8570080167	122990	-2.3309248931299953	2.156884917051594	7	3	5	2	TRUE	óe	ra	back	C
kódexre	kódex	[/N][Subl]	6680	8570080167	122990	0.8917915780175878	2.156884917051594	7	3	5	2	TRUE	óe	re	front	C
kódexen	kódex	[/N][Supe]	276	8570080167	122990	-0.4920758023927401	2.156884917051594	7	3	5	2	TRUE	óe	en	front	V
kódexmá	kódex	[/N][Transl]	1	8570080167	122990	-2.932984884457958	2.156884917051594	7	3	5	2	TRUE	óe	vá	back	C
kódexszé	kódex	[/N][Transl]	8	8570080167	122990	-2.0298948974660145	2.156884917051594	8	3	5	2	TRUE	óe	vé	front	C
kóklertől	kókler	[/N][Abl]	39	8570080167	7297	-1.3419202774314587	0.9301594617947097	9	3	6	2	TRUE	óe	től	front	C
kóklernél	kókler	[/N][Ade]	10	8570080167	7297	-1.9329848844579576	0.9301594617947097	9	3	6	2	TRUE	óe	nél	front	C
kóklerhez	kókler	[/N][All]	24	8570080167	7297	-1.552773642746352	0.9301594617947097	9	3	6	2	TRUE	óe	hez	front	C
kóklernak	kókler	[/N][Dat]	11	8570080167	7297	-1.8915921992997329	0.9301594617947097	9	3	6	2	TRUE	óe	nak	back	C
kóklernek	kókler	[/N][Dat]	310	8570080167	7297	-0.4416231906236851	0.9301594617947097	9	3	6	2	TRUE	óe	nek	front	C
kóklerről	kókler	[/N][Del]	15	8570080167	7297	-1.756893625402277	0.9301594617947097	9	3	6	2	TRUE	óe	ről	front	C
kóklerből	kókler	[/N][Ela]	7	8570080167	7297	-2.087886844443701	0.9301594617947097	9	3	6	2	TRUE	óe	ből	front	C
kóklerba	kókler	[/N][Ill]	2	8570080167	7297	-2.6319548887939765	0.9301594617947097	8	3	6	2	TRUE	óe	ba	back	C
kóklerbe	kókler	[/N][Ill]	14	8570080167	7297	-1.7868568487797198	0.9301594617947097	8	3	6	2	TRUE	óe	be	front	C
kóklerben	kókler	[/N][Ine]	2	8570080167	7297	-2.6319548887939765	0.9301594617947097	9	3	6	2	TRUE	óe	ben	front	C
kóklerral	kókler	[/N][Ins]	8	8570080167	7297	-2.0298948974660145	0.9301594617947097	9	3	6	2	TRUE	óe	val	back	C
kóklerrel	kókler	[/N][Ins]	70	8570080167	7297	-1.087886844443701	0.9301594617947097	9	3	6	2	TRUE	óe	vel	front	C
kóklereink	kókler	[/N][Pl.Poss.1Pl][Nom]	2	8570080167	7297	-2.6319548887939765	0.9301594617947097	10	4	6	2	TRUE	óe	eink	front	V
kóklerei	kókler	[/N][Pl.Poss.3Sg][Nom]	30	8570080167	7297	-1.4558636297382954	0.9301594617947097	8	4	6	2	TRUE	óe	ei	front	V
kóklerok	kókler	[/N][Pl][Nom]	7	8570080167	7297	-2.087886844443701	0.9301594617947097	8	3	6	2	TRUE	óe	ok	back	V
kóklerek	kókler	[/N][Pl][Nom]	1623	8570080167	7297	0.27733363536827405	0.9301594617947097	8	3	6	2	TRUE	óe	ek	front	V
kóklerünk	kókler	[/N][Poss.1Pl][Nom]	1	8570080167	7297	-2.932984884457958	0.9301594617947097	9	3	6	2	TRUE	óe	ünk	front	V
kóklere	kókler	[/N][Poss.3Sg][Nom]	18	8570080167	7297	-1.6777123793546518	0.9301594617947097	7	3	6	2	TRUE	óe	e	front	V
kóklerre	kókler	[/N][Subl]	25	8570080167	7297	-1.5350448757859203	0.9301594617947097	8	3	6	2	TRUE	óe	re	front	C
kókleren	kókler	[/N][Supe]	15	8570080167	7297	-1.756893625402277	0.9301594617947097	8	3	6	2	TRUE	óe	en	front	V
kóklerrá	kókler	[/N][Transl]	1	8570080167	7297	-2.932984884457958	0.9301594617947097	8	3	6	2	TRUE	óe	vá	back	C
kóklerré	kókler	[/N][Transl]	10	8570080167	7297	-1.9329848844579576	0.9301594617947097	8	3	6	2	TRUE	óe	vé	front	C
kórlennek	kórlen	[/N][Dat]	1	8570080167	1	-2.932984884457958	-2.932984884457958	9	3	6	2	FALSE	óe	nek	front	C
kótertől	kóter	[/N][Abl]	6	8570080167	752	-2.1548336340743144	-0.0567670438663156	8	3	5	2	TRUE	óe	től	front	C
kóteret	kóter	[/N][Acc]	1	8570080167	752	-2.932984884457958	-0.0567670438663156	7	3	5	2	TRUE	óe	et	front	V
kóternél	kóter	[/N][Ade]	1	8570080167	752	-2.932984884457958	-0.0567670438663156	8	3	5	2	TRUE	óe	nél	front	C
kóterhoz	kóter	[/N][All]	1	8570080167	752	-2.932984884457958	-0.0567670438663156	8	3	5	2	TRUE	óe	hoz	back	C
kóternak	kóter	[/N][Dat]	3	8570080167	752	-2.455863629738295	-0.0567670438663156	8	3	5	2	TRUE	óe	nak	back	C
kóternek	kóter	[/N][Dat]	2	8570080167	752	-2.6319548887939765	-0.0567670438663156	8	3	5	2	TRUE	óe	nek	front	C
kóterről	kóter	[/N][Del]	1	8570080167	752	-2.932984884457958	-0.0567670438663156	8	3	5	2	TRUE	óe	ről	front	C
kóterból	kóter	[/N][Ela]	24	8570080167	752	-1.552773642746352	-0.0567670438663156	8	3	5	2	TRUE	óe	ból	back	C
kóterből	kóter	[/N][Ela]	39	8570080167	752	-1.3419202774314587	-0.0567670438663156	8	3	5	2	TRUE	óe	ből	front	C
kóterba	kóter	[/N][Ill]	95	8570080167	752	-0.95526127916911	-0.0567670438663156	7	3	5	2	TRUE	óe	ba	back	C
kóterbe	kóter	[/N][Ill]	83	8570080167	752	-1.0139067920818838	-0.0567670438663156	7	3	5	2	TRUE	óe	be	front	C
kóterban	kóter	[/N][Ine]	96	8570080167	752	-0.9507136514183894	-0.0567670438663156	8	3	5	2	TRUE	óe	ban	back	C
kóterben	kóter	[/N][Ine]	90	8570080167	752	-0.9787423750186328	-0.0567670438663156	8	3	5	2	TRUE	óe	ben	front	C
kóterral	kóter	[/N][Ins]	2	8570080167	752	-2.6319548887939765	-0.0567670438663156	8	3	5	2	TRUE	óe	val	back	C
kóterrel	kóter	[/N][Ins]	5	8570080167	752	-2.234014880121939	-0.0567670438663156	8	3	5	2	TRUE	óe	vel	front	C
kóterek	kóter	[/N][Pl][Nom]	11	8570080167	752	-1.8915921992997329	-0.0567670438663156	7	3	5	2	TRUE	óe	ek	front	V
kóterem	kóter	[/N][Poss.1Sg][Nom]	7	8570080167	752	-2.087886844443701	-0.0567670438663156	7	3	5	2	TRUE	óe	em	front	V
kóterük	kóter	[/N][Poss.3Pl][Nom]	1	8570080167	752	-2.932984884457958	-0.0567670438663156	7	3	5	2	TRUE	óe	ük	front	V
kótere	kóter	[/N][Poss.3Sg][Nom]	3	8570080167	752	-2.455863629738295	-0.0567670438663156	6	3	5	2	TRUE	óe	e	front	V
kóterra	kóter	[/N][Subl]	1	8570080167	752	-2.932984884457958	-0.0567670438663156	7	3	5	2	TRUE	óe	ra	back	C
kóterre	kóter	[/N][Subl]	1	8570080167	752	-2.932984884457958	-0.0567670438663156	7	3	5	2	TRUE	óe	re	front	C
kóteren	kóter	[/N][Supe]	3	8570080167	752	-2.455863629738295	-0.0567670438663156	7	3	5	2	TRUE	óe	en	front	V
lappernek	lapper	[/N][Dat]	1	8570080167	59	-2.932984884457958	-1.1621328728158136	9	3	6	2	FALSE	ae	nek	front	C
lapperről	lapper	[/N][Del]	3	8570080167	59	-2.455863629738295	-1.1621328728158136	9	3	6	2	FALSE	ae	ről	front	C
lapperek	lapper	[/N][Pl][Nom]	2	8570080167	59	-2.6319548887939765	-1.1621328728158136	8	3	6	2	FALSE	ae	ek	front	V
lasztexet	lasztex	[/N][Acc]	4	8570080167	97	-2.3309248931299953	-0.946213150191713	9	3	7	2	TRUE	ae	et	front	V
lasztexhez	lasztex	[/N][All]	1	8570080167	97	-2.932984884457958	-0.946213150191713	10	3	7	2	TRUE	ae	hez	front	C
lasztexnek	lasztex	[/N][Dat]	1	8570080167	97	-2.932984884457958	-0.946213150191713	10	3	7	2	TRUE	ae	nek	front	C
lasztexből	lasztex	[/N][Ela]	1	8570080167	97	-2.932984884457958	-0.946213150191713	10	3	7	2	TRUE	ae	ből	front	C
lasztexbe	lasztex	[/N][Ill]	2	8570080167	97	-2.6319548887939765	-0.946213150191713	9	3	7	2	TRUE	ae	be	front	C
lasztexben	lasztex	[/N][Ine]	7	8570080167	97	-2.087886844443701	-0.946213150191713	10	3	7	2	TRUE	ae	ben	front	C
lasztexra	lasztex	[/N][Subl]	1	8570080167	97	-2.932984884457958	-0.946213150191713	9	3	7	2	TRUE	ae	ra	back	C
lasztexre	lasztex	[/N][Subl]	3	8570080167	97	-2.455863629738295	-0.946213150191713	9	3	7	2	TRUE	ae	re	front	C
latebat	lateb	[/N][Acc]	1	8570080167	9	-2.932984884457958	-1.978742375018633	7	3	5	2	FALSE	ae	at	back	V
latebe	lateb	[/N][Poss.3Sg][Nom]	3	8570080167	9	-2.455863629738295	-1.978742375018633	6	3	5	2	FALSE	ae	e	front	V
latebra	lateb	[/N][Subl]	3	8570080167	9	-2.455863629738295	-1.978742375018633	7	3	5	2	FALSE	ae	ra	back	C
latensnek	latens	[/N][Dat]	5	8570080167	2653	-2.234014880121939	0.4907523655243713	9	3	6	2	TRUE	ae	nek	front	C
latensből	latens	[/N][Ela]	1	8570080167	2653	-2.932984884457958	0.4907523655243713	9	3	6	2	TRUE	ae	ből	front	C
latensek	latens	[/N][Pl][Nom]	12	8570080167	2653	-1.853803638410333	0.4907523655243713	8	3	6	2	TRUE	ae	ek	front	V
latensem	latens	[/N][Poss.1Sg][Nom]	1	8570080167	2653	-2.932984884457958	0.4907523655243713	8	3	6	2	TRUE	ae	em	front	V
latensük	latens	[/N][Poss.3Pl][Nom]	1	8570080167	2653	-2.932984884457958	0.4907523655243713	8	3	6	2	TRUE	ae	ük	front	V
latensen	latens	[/N][Supe]	217	8570080167	2653	-0.5965251506094283	0.4907523655243713	8	3	6	2	TRUE	ae	en	front	V
latenssé	latens	[/N][Transl]	7	8570080167	2653	-2.087886844443701	0.4907523655243713	8	3	6	2	TRUE	ae	vé	front	C
latextól	latex	[/N][Abl]	1	8570080167	16317	-2.932984884457958	1.2796554290768758	8	3	5	2	FALSE	ae	tól	back	C
latextől	latex	[/N][Abl]	19	8570080167	16317	-1.654231283505129	1.2796554290768758	8	3	5	2	FALSE	ae	től	front	C
latexot	latex	[/N][Acc]	4	8570080167	16317	-2.3309248931299953	1.2796554290768758	7	3	5	2	FALSE	ae	ot	back	V
latexet	latex	[/N][Acc]	790	8570080167	16317	-0.03535779316751642	1.2796554290768758	7	3	5	2	FALSE	ae	et	front	V
latexnél	latex	[/N][Ade]	33	8570080167	16317	-1.4144709445800705	1.2796554290768758	8	3	5	2	FALSE	ae	nél	front	C
latexhoz	latex	[/N][All]	1	8570080167	16317	-2.932984884457958	1.2796554290768758	8	3	5	2	FALSE	ae	hoz	back	C
latexhez	latex	[/N][All]	85	8570080167	16317	-1.0035659587436652	1.2796554290768758	8	3	5	2	FALSE	ae	hez	front	C
latexnak	latex	[/N][Dat]	4	8570080167	16317	-2.3309248931299953	1.2796554290768758	8	3	5	2	FALSE	ae	nak	back	C
latexnek	latex	[/N][Dat]	87	8570080167	16317	-0.9934656318393392	1.2796554290768758	8	3	5	2	FALSE	ae	nek	front	C
latexről	latex	[/N][Del]	39	8570080167	16317	-1.3419202774314587	1.2796554290768758	8	3	5	2	FALSE	ae	ről	front	C
latexból	latex	[/N][Ela]	39	8570080167	16317	-1.3419202774314587	1.2796554290768758	8	3	5	2	FALSE	ae	ból	back	C
latexből	latex	[/N][Ela]	737	8570080167	16317	-0.06551739659890637	1.2796554290768758	8	3	5	2	FALSE	ae	ből	front	C
latexba	latex	[/N][Ill]	7	8570080167	16317	-2.087886844443701	1.2796554290768758	7	3	5	2	FALSE	ae	ba	back	C
latexbe	latex	[/N][Ill]	138	8570080167	16317	-0.7931057980567213	1.2796554290768758	7	3	5	2	FALSE	ae	be	front	C
latexban	latex	[/N][Ine]	24	8570080167	16317	-1.552773642746352	1.2796554290768758	8	3	5	2	FALSE	ae	ban	back	C
latexben	latex	[/N][Ine]	259	8570080167	16317	-0.519685120376706	1.2796554290768758	8	3	5	2	FALSE	ae	ben	front	C
latexszal	latex	[/N][Ins]	25	8570080167	16317	-1.5350448757859203	1.2796554290768758	9	3	5	2	FALSE	ae	val	back	C
latexszel	latex	[/N][Ins]	103	8570080167	16317	-0.9201476597527856	1.2796554290768758	9	3	5	2	FALSE	ae	vel	front	C
latexek	latex	[/N][Pl][Nom]	17	8570080167	16317	-1.702535963079684	1.2796554290768758	7	3	5	2	FALSE	ae	ek	front	V
latexem	latex	[/N][Poss.1Sg][Nom]	4	8570080167	16317	-2.3309248931299953	1.2796554290768758	7	3	5	2	FALSE	ae	em	front	V
latexe	latex	[/N][Poss.3Sg][Nom]	3	8570080167	16317	-2.455863629738295	1.2796554290768758	6	3	5	2	FALSE	ae	e	front	V
latexra	latex	[/N][Subl]	20	8570080167	16317	-1.6319548887939763	1.2796554290768758	7	3	5	2	FALSE	ae	ra	back	C
latexre	latex	[/N][Subl]	293	8570080167	16317	-0.4661172641038483	1.2796554290768758	7	3	5	2	FALSE	ae	re	front	C
latexen	latex	[/N][Supe]	32	8570080167	16317	-1.427834906138052	1.2796554290768758	7	3	5	2	FALSE	ae	en	front	V
lornyettet	lornyett	[/N][Acc]	11	8570080167	49	-1.8915921992997329	-1.2427888044294442	10	3	8	2	TRUE	oe	et	front	V
lornyettal	lornyett	[/N][Ins]	1	8570080167	49	-2.932984884457958	-1.2427888044294442	10	3	8	2	TRUE	oe	val	back	C
lornyettel	lornyett	[/N][Ins]	1	8570080167	49	-2.932984884457958	-1.2427888044294442	10	3	8	2	TRUE	oe	vel	front	C
lornyettje	lornyett	[/N][Poss.3Sg][Nom]	1	8570080167	49	-2.932984884457958	-1.2427888044294442	10	3	8	2	TRUE	oe	je	front	C
lornyetten	lornyett	[/N][Supe]	8	8570080167	49	-2.0298948974660145	-1.2427888044294442	10	3	8	2	TRUE	oe	en	front	V
luesznél	luesz	[/N][Ade]	3	8570080167	247	-2.455863629738295	-0.5402879311982921	8	3	5	2	TRUE	ue	nél	front	C
lueszhez	luesz	[/N][All]	1	8570080167	247	-2.932984884457958	-0.5402879311982921	8	3	5	2	TRUE	ue	hez	front	C
luesznek	luesz	[/N][Dat]	5	8570080167	247	-2.234014880121939	-0.5402879311982921	8	3	5	2	TRUE	ue	nek	front	C
lueszből	luesz	[/N][Ela]	1	8570080167	247	-2.932984884457958	-0.5402879311982921	8	3	5	2	TRUE	ue	ből	front	C
lueszben	luesz	[/N][Ine]	2	8570080167	247	-2.6319548887939765	-0.5402879311982921	8	3	5	2	TRUE	ue	ben	front	C
lueszek	luesz	[/N][Pl][Nom]	1	8570080167	247	-2.932984884457958	-0.5402879311982921	7	3	5	2	TRUE	ue	ek	front	V
lueszem	luesz	[/N][Poss.1Sg][Nom]	2	8570080167	247	-2.6319548887939765	-0.5402879311982921	7	3	5	2	TRUE	ue	em	front	V
luesze	luesz	[/N][Poss.3Sg][Nom]	4	8570080167	247	-2.3309248931299953	-0.5402879311982921	6	3	5	2	TRUE	ue	e	front	V
lueszra	luesz	[/N][Subl]	1	8570080167	247	-2.932984884457958	-0.5402879311982921	7	3	5	2	TRUE	ue	ra	back	C
lueszre	luesz	[/N][Subl]	2	8570080167	247	-2.6319548887939765	-0.5402879311982921	7	3	5	2	TRUE	ue	re	front	C
lueszen	luesz	[/N][Supe]	1	8570080167	247	-2.932984884457958	-0.5402879311982921	7	3	5	2	TRUE	ue	en	front	V
lumentől	lumen	[/N][Abl]	29	8570080167	19534	-1.4705868865590015	1.3578062989248016	8	3	5	2	TRUE	ue	től	front	C
lumenet	lumen	[/N][Acc]	5	8570080167	19534	-2.234014880121939	1.3578062989248016	7	3	5	2	TRUE	ue	et	front	V
lumennél	lumen	[/N][Ade]	73	8570080167	19534	-1.069662024337502	1.3578062989248016	8	3	5	2	TRUE	ue	nél	front	C
lumenhez	lumen	[/N][All]	15	8570080167	19534	-1.756893625402277	1.3578062989248016	8	3	5	2	TRUE	ue	hez	front	C
lumennek	lumen	[/N][Dat]	81	8570080167	19534	-1.024499865579308	1.3578062989248016	8	3	5	2	TRUE	ue	nek	front	C
lumenről	lumen	[/N][Del]	25	8570080167	19534	-1.5350448757859203	1.3578062989248016	8	3	5	2	TRUE	ue	ről	front	C
lumenből	lumen	[/N][Ela]	39	8570080167	19534	-1.3419202774314587	1.3578062989248016	8	3	5	2	TRUE	ue	ből	front	C
lumenbe	lumen	[/N][Ill]	137	8570080167	19534	-0.796264317301551	1.3578062989248016	7	3	5	2	TRUE	ue	be	front	C
lumenban	lumen	[/N][Ine]	1	8570080167	19534	-2.932984884457958	1.3578062989248016	8	3	5	2	TRUE	ue	ban	back	C
